Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","12.4297","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","30715.0788","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","3293.8705","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","34008.9493","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","1113.2429","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","10.951","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","41.9228","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","12.6713","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","31170.8012","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","3357.8945","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","34528.6957","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","1128.0618","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","11.2035","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","42.8526","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","12.9366","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","31585.7304","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","3428.199","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","35013.9294","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","1153.5127","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","11.4214","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","44.2244","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","13.2027","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","32298.3556","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","3498.7155","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","35797.0711","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","1154.9739","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","11.4007","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","44.1462","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","13.1883","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","32339.2692","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","3494.8995","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","35834.1687","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","1156.9254","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","11.3866","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","44.094","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","13.1823","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","32393.9112","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","3493.3095","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","35887.2207","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","1159.9868","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","11.3733","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","44.0906","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","13.1808","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","32479.6304","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","3492.912","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","35972.5424","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","1162.1108","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","11.3493","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","44.0387","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","13.165","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","32539.1024","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","3488.725","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","36027.8274","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","1163.1535","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","11.3236","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","43.9393","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","13.1451","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","32568.298","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","3483.4515","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","36051.7495","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","1162.676","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","11.3032","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","43.7791","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","13.1252","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","32554.928","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","3478.178","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","36033.106","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","1164.4663","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","11.272","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","43.7606","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","13.1031","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","32605.0564","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","3472.3215","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","36077.3779","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","1172.8297","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","11.4437","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","44.7763","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","13.291","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","32839.2316","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","3522.115","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","36361.3466","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","1181.5994","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","11.5325","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","45.6276","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","13.4013","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","33084.7832","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","3551.3445","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","36636.1277","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","1188.8348","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","11.6","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","46.2368","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","13.4874","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","33287.3744","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","3574.161","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","36861.5354","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","1196.2778","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","11.6788","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","46.826","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","13.5865","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","33495.7784","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","3600.4225","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","37096.2009","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","1202.5883","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","11.7941","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","47.3938","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","13.7187","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","33672.4724","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","3635.4555","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","37307.9279","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","1213.8277","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","11.8406","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","48.1341","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","13.7981","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","33987.1756","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","3656.4965","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","37643.6721","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","1210.6297","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","11.9142","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","47.7258","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","13.8503","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","33897.6316","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","3670.3295","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","37567.9611","E","Estimated value",""
"GT","Emissions totals","356","India","7225","Emissions (CH4)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","1214.9335","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","11.8796","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","47.9248","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","13.8231","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","34018.138","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","3663.1215","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","37681.2595","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2000","2000","3050","FAO TIER 1","kt","146.7382","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2000","2000","3050","FAO TIER 1","kt","39.2846","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5063","Manure left on Pasture","2000","2000","3050","FAO TIER 1","kt","186.0228","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2000","2000","3050","FAO TIER 1","kt","49296.042","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2000","2000","3050","FAO TIER 1","kt","49296.042","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2001","2001","3050","FAO TIER 1","kt","147.8977","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2001","2001","3050","FAO TIER 1","kt","39.5562","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5063","Manure left on Pasture","2001","2001","3050","FAO TIER 1","kt","187.4539","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2001","2001","3050","FAO TIER 1","kt","49675.2835","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2001","2001","3050","FAO TIER 1","kt","49675.2835","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2002","2002","3050","FAO TIER 1","kt","148.671","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2002","2002","3050","FAO TIER 1","kt","39.7463","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5063","Manure left on Pasture","2002","2002","3050","FAO TIER 1","kt","188.4173","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2002","2002","3050","FAO TIER 1","kt","49930.5845","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2002","2002","3050","FAO TIER 1","kt","49930.5845","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2003","2003","3050","FAO TIER 1","kt","149.9087","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2003","2003","3050","FAO TIER 1","kt","40.0363","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5063","Manure left on Pasture","2003","2003","3050","FAO TIER 1","kt","189.945","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2003","2003","3050","FAO TIER 1","kt","50335.425","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2003","2003","3050","FAO TIER 1","kt","50335.425","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2004","2004","3050","FAO TIER 1","kt","153.0246","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2004","2004","3050","FAO TIER 1","kt","40.9475","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5063","Manure left on Pasture","2004","2004","3050","FAO TIER 1","kt","193.9722","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2004","2004","3050","FAO TIER 1","kt","51402.633","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2004","2004","3050","FAO TIER 1","kt","51402.633","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2005","2005","3050","FAO TIER 1","kt","156.3973","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2005","2005","3050","FAO TIER 1","kt","41.9228","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5063","Manure left on Pasture","2005","2005","3050","FAO TIER 1","kt","198.3201","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2005","2005","3050","FAO TIER 1","kt","52554.8265","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2005","2005","3050","FAO TIER 1","kt","52554.8265","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2006","2006","3050","FAO TIER 1","kt","159.5102","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2006","2006","3050","FAO TIER 1","kt","42.8526","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5063","Manure left on Pasture","2006","2006","3050","FAO TIER 1","kt","202.3628","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2006","2006","3050","FAO TIER 1","kt","53626.142","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2006","2006","3050","FAO TIER 1","kt","53626.142","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2007","2007","3050","FAO TIER 1","kt","164.6472","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2007","2007","3050","FAO TIER 1","kt","44.2244","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5063","Manure left on Pasture","2007","2007","3050","FAO TIER 1","kt","208.8717","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2007","2007","3050","FAO TIER 1","kt","55351.0005","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2007","2007","3050","FAO TIER 1","kt","55351.0005","E","Estimated value",""
"GT","Emissions totals","356","India","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2008","2008","3050","FAO TIER 1","kt","164.7346","E","Estimated value",""
"GT","Emissions totals","356","India","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2008","2008","3050","FAO TIER 1","kt","44.1462","E","Estimated value",""
"GT","Emissions totals","356","India","7230","Emissions (N2O)","5063","Manure left on Pasture","2008","2008","3050","FAO TIER 1","kt","208.8809","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2008","2008","3050","FAO TIER 1","kt","55353.4385","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2008","2008","3050","FAO TIER 1","kt","55353.4385","E","Estimated value",""
